provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
IT-L689-1981:Art.16:reduced-payment:v1,IT-L689-1981,IT-L689-1981:Art.16:reduced-payment,2018-09-19,,Law 689/1981 Article 16 where applicable through D.lgs. 19/2021 Article 55(29),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1981-11-24;689~art16,4732ffdb7e3a2ad467211bc29c116a0eb9f3bd58c5e932bb5fba41fe64478000,2026-08-27,INITIAL,INITIAL,Alleged violator or jointly liable person,may,Pay the lower source-calculated reduced amount plus procedural costs within sixty days.,"If reduced payment is not completed within the period, the violation-report route proceeds. Missing contest, notification or payment evidence remains UNKNOWN.",-,Applicable fine range; valid contest or notification and time; source-calculated reduced amount and procedural costs; payment record.,[],DETERMINISTIC_RULE,NO,-,-,Reduced payment is a statutory option. It is not a final merits adjudication by the Regional Plant Health Service. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-L689-1981:Art.17:violation-report:v1,IT-L689-1981,IT-L689-1981:Art.17:violation-report,2010-12-19,,Law 689/1981 Article 17 where applicable through D.lgs. 19/2021 Article 55(29),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1981-11-24;689~art17,4732ffdb7e3a2ad467211bc29c116a0eb9f3bd58c5e932bb5fba41fe64478000,2026-08-27,INITIAL,INITIAL,Official or agent who established the alleged violation,shall,"Submit the violation report, with proof of the completed contest or notification, to the authority the quote names — the ministry's peripheral office competent for the matter or, failing that, the prefect; in plant-health matters the competent adjudicating authority is allocated by D.lgs. 19/2021 Article 55(30).",Completed reduced payment or the Article 24 exception defeats this reporting route. Missing payment or exception evidence remains UNKNOWN.,-,Alleged violation record; proof of contest or notification; reduced-payment status; Article 24 exception analysis; competent regional office; submitted report and receipt.,"[""IT-DLGS-19-2021:Art.55(30):regional-sanction-competence""]",DETERMINISTIC_RULE,NO,-,-,The report transmits an alleged violation for adjudication. It does not establish final liability. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-L689-1981:Art.18:adjudication-process:v1,IT-L689-1981,IT-L689-1981:Art.18:adjudication-process,1999-08-21,,Law 689/1981 Article 18 where applicable through D.lgs. 19/2021 Article 55(29),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1981-11-24;689~art18,4732ffdb7e3a2ad467211bc29c116a0eb9f3bd58c5e932bb5fba41fe64478000,2026-08-27,INITIAL,INITIAL,Competent regional sanction authority,shall,"After considering defence documents, arguments and any requested hearing, issue a reasoned payment order if the finding is founded or a reasoned archive order otherwise.","Without the completed report, defence opportunity and requested hearing, final adjudication remains unresolved. An unfounded finding requires archive rather than sanction.",Competent regional sanction authority,Violation report; contest or notification time; defence documents and arguments; hearing request and completed hearing where requested; reasoned founded-or-unfounded adjudication; payment or archive order.,[],DETERMINISTIC_RULE,YES,RESERVED_FINAL_SANCTION_OR_ARCHIVE_DECISION,-,"The authority must adjudicate the evidence and defence. A contest, report or failed reduced payment is not a final sanction. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]"
IT-L689-1981:Art.18:defence-and-hearing-request:v1,IT-L689-1981,IT-L689-1981:Art.18:defence-and-hearing-request,1999-08-21,,Law 689/1981 Article 18 where applicable through D.lgs. 19/2021 Article 55(29),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:1981-11-24;689~art18,4732ffdb7e3a2ad467211bc29c116a0eb9f3bd58c5e932bb5fba41fe64478000,2026-08-27,INITIAL,INITIAL,Interested person subject to the alleged violation,may,Submit defensive writings and documents and request to be heard by the competent authority within thirty days.,"Without a valid contest or notification, this defence-period route does not start. Failure to exercise the right does not itself prove the alleged violation.",-,Valid contest or notification and time; interested-person identity; defensive writings and documents; hearing request and receipt where exercised.,[],DETERMINISTIC_RULE,NO,-,-,The defence opportunity is a right. It precedes and constrains final adjudication but does not itself decide the case. [PRESERVED_PRE_MIGRATION_DETAIL: scope=PROCEDURAL_SUPPORT]
IT-ORD10-2025:Art.3(1):national-service-exclusive-competence:v1,IT-ORD10-2025,IT-ORD10-2025:Art.3(1):national-service-exclusive-competence,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,National Plant Health Service,-,Allocate exclusive national-territory competence for official controls and the source-defined plant-protection activities to the National Plant Health Service.,-,National Plant Health Service through its competent component,Exact official control or plant-protection activity; territorially and functionally competent National Plant Health Service component; delegation or support authority where applicable.,[],DETERMINISTIC_RULE,NO,-,-,"Exclusive service competence does not collapse the statutory allocation among central, regional, committee, institute and laboratory actors. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=NATIONAL_SERVICE_EXCLUSIVE_OFFICIAL_CONTROL_COMPETENCE]"
IT-ORD10-2025:Art.4(1):exclusive-accredited-official-analysis:v1,IT-ORD10-2025,IT-ORD10-2025:Art.4(1):exclusive-accredited-official-analysis,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,Regional plant-health service,shall,Ensure that analysis of the plant sample is performed exclusively by an official laboratory accredited by ACCREDIA under EN ISO/IEC 17025 for the exact task and method.,"Without an official-control plant sample, this ordinance-specific exclusivity rule does not activate. Missing official designation, accreditation or scope evidence leaves the analysis route unresolved.",Regional plant-health service,"Official-control plant sample and custody; event-time official-laboratory designation; ACCREDIA EN ISO/IEC 17025 accreditation and exact method/task scope; assignment, receipt and report.","[""EU-2017-625:Art.37(1,3-5):official-laboratory-designation-tuple""]",DETERMINISTIC_RULE,NO,-,-,Accreditation and designation are cumulative and scope-specific. A technically valid result from another laboratory class does not satisfy this official-control route. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=EXCLUSIVE_ACCREDITED_OFFICIAL_PLANT_SAMPLE_ANALYSIS]
IT-ORD10-2025:Art.4(2):accredited-capacity:v1,IT-ORD10-2025,IT-ORD10-2025:Art.4(2):accredited-capacity,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,Regional plant-health service,shall,Maintain accredited official-laboratory capacity for the regional official-control workload.,-,Regional plant-health service,"Regional official-control workload; accredited official-laboratory capacity; exact methods, tasks, availability and operational limits.","[""IT-DLGS-19-2021:Art.14(1):official-laboratory-capacity""]",DETERMINISTIC_RULE,YES,ACCREDITED_OFFICIAL_LABORATORY_CAPACITY,-,Capacity does not itself designate a laboratory or establish that a particular task falls within its scope. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=ACCREDITED_OFFICIAL_LABORATORY_CAPACITY]
IT-ORD10-2025:Art.4(2):designation:v1,IT-ORD10-2025,IT-ORD10-2025:Art.4(2):designation,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,Regional plant-health service,shall,Designate the accredited official laboratory through the complete Article 14 written-designation route.,"Without an accredited laboratory selected for the exact route, this designation duty does not activate. Missing accreditation or scope evidence remains UNKNOWN.",Regional plant-health service,"Selected accredited laboratory and exact task/method scope; complete Article 14 qualification, CFN hearing and written regional designation; SIPP record where required.","[""IT-DLGS-19-2021:Art.14(1):designate-official-laboratory"",""IT-DLGS-19-2021:Art.14(2)""]",DETERMINISTIC_RULE,YES,OFFICIAL_LABORATORY_DESIGNATION,-,Accreditation does not itself create regional official designation. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=ACCREDITED_OFFICIAL_LABORATORY_DESIGNATION]
IT-ORD10-2025:Art.5(1):external-designation:v1,IT-ORD10-2025,IT-ORD10-2025:Art.5(1):external-designation,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,Regional plant-health service,shall,Designate an accredited official laboratory already designated by another Regional Plant Health Service through the receiving service’s exact route.,"Where adequate accredited official capacity exists in the regional territory, this mandatory external-designation route does not activate. Missing local-capacity evidence remains UNKNOWN.",Regional plant-health service,"Required task and method; complete local accredited-capacity check; external laboratory’s current accreditation and home-region official designation; receiving-service qualification, CFN hearing and written designation.",[],DETERMINISTIC_RULE,YES,OUT_OF_REGION_OFFICIAL_LABORATORY_DESIGNATION,-,The absence predicate is task- and method-specific. Home-region designation does not substitute for receiving-service designation. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=MANDATORY_EXTERNAL_ACCREDITED_LABORATORY_DESIGNATION]
IT-ORD10-2025:Art.5(1):external-use:v1,IT-ORD10-2025,IT-ORD10-2025:Art.5(1):external-use,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,Regional plant-health service,shall,Use the externally located accredited official laboratory within its exact receiving-service designation; comply with any separately applicable agreement without treating the optional Article 6 agreement route as a universal condition.,"Without the receiving-service designation, this external-use duty does not activate. Missing designation or task-scope evidence leaves use unresolved.",Regional plant-health service,"Completed receiving-service external designation; external laboratory accreditation, scope and availability; any separately applicable interadministrative agreement; official sample assignment, custody and report.",[],DETERMINISTIC_RULE,NO,-,-,Designation and use are separate effects. An external laboratory cannot be used through this route before receiving-service designation. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=MANDATORY_EXTERNAL_ACCREDITED_LABORATORY_USE]
IT-ORD10-2025:Art.6(2):external-laboratory-continuing-compliance:v1,IT-ORD10-2025,IT-ORD10-2025:Art.6(2):external-laboratory-continuing-compliance,2025-05-27,,Central Plant Health Service Ordinance 10/2025 produces effects from adoption on 27 May 2025,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,External official laboratory designated under Article 5,shall,Comply with all requirements of DM 169819/2022 and National Plant Health Service Technical Document 8 while performing the external official task.,"Without an Article 5 designation this provision does not establish an external-laboratory route. Breach of a continuing duty engages the applicable corrective, qualification or suspension consequence; it does not by itself extinguish designation or invalidate every result.",-,"Article 5 receiving-service designation and use; external laboratory identity, home designation and accreditation; event-time DM 169819 and DTU 8 requirements; task performance and report evidence.","[""IT-ORD10-2025:Art.5(1):external-designation"",""IT-DM-169819-2022:Art.9(1):official-laboratory-minimum-qualification"",""IT-DM-169819-2022:Art.10(3):timely-analysis"",""IT-DM-169819-2022:Art.10(5):issue-test-report"",""IT-DM-169819-2022:Art.11(2):suspend-or-revoke"",""IT-DM-169819-2022:Art.30:official-method-selection"",""IT-DTU8-REV2:official-laboratory-route-and-continuing-status""]",AUTHORITY_JUDGMENT_REQUIRED,YES,event-time external designation and DTU 8 continuing task status,-,"Article 5 designation activates the continuing compliance duty, including when the laboratory is noncompliant. DM 169819 and DTU8 supply the exact reached requirements and consequences; duty compliance is not an additional designation act or an automatic result-validity gate."
IT-ORD10-2025:effect-from-adoption:v1,IT-ORD10-2025,IT-ORD10-2025:effect-from-adoption,2025-05-27,,Ordinance 10/2025 expressly produces effects from its adoption date,https://www.gazzettaufficiale.it/eli/gu/2025/07/18/165/sg/pdf,62542fe339230681ad3e5465a99bdab8b10c06ed012fcf9f27afdcce0880c49a,2025-07-18,INITIAL,INITIAL,-,-,Make Ordinance 10/2025 effective from 27 May 2025 without waiting for later registration or Gazzetta publication.,"Before adoption, the ordinance has no effect.",Director of the Central Plant Health Service,"Adopted ordinance identity and signature date; later Court of Auditors registration and Gazzetta publication as provenance, not effective-start antecedents.",[],DETERMINISTIC_RULE,NO,-,-,Registration occurred 3 July 2025 and publication 18 July 2025. Neither shifts the express 27 May 2025 effective start. [PRESERVED_PRE_MIGRATION_DETAIL: scope=IMPLEMENTATION; semantic=EFFECTIVE_FROM_ADOPTION]
IT-PNI-2026:Xylella:Puglia-plant-survey-design:v1,IT-PNI-2026,IT-PNI-2026:Xylella:Puglia-plant-survey-design,2026-01-01,2027-01-01,"Adopted and published PNI 2026 Xylella RiPEST workbook, Puglia rows 138–146",https://www.protezionedellepiante.it/sorveglianza/,5b044ad3b2801aa4c546c0d76716ed980491de15b49f9a18d1303a9fb216149f,2026,INITIAL,INITIAL,Puglia Regional Plant Health Service,shall,Apply the Puglia 2026 survey-design block by target population and risk stratum within programme year 2026.,A target population outside the design block takes no design from this row; planned values never prove execution or pest absence.,Puglia Regional Plant Health Service,"Adopted 2026 programme status; exact workbook hash and rows; operative pest-free territory; target population and risk stratum; selected as-run sites, samples and tests; execution results and achieved design evidence.","[""IT-PNI-2026:adoption-and-publication-status"",""EU-2020-1201:2(1)"",""EU-2020-1201:2(3)"",""EU-2020-1201:2(4)""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,regional site selection within the approved design,-,"The workbook fixes approved planned design values; it does not select legal geography, establish a finding, or certify as-run completeness. The source_quote is a tabular transcription of the Puglia rows of xylella-ripest.xlsx (population, stratum, samples, tests, confidence, design prevalence cells), not a verbatim text span; the workbook is the held source (refresh 2026-09-02)."
IT-PNI-2026:adoption-and-publication-status:v1,IT-PNI-2026,IT-PNI-2026:adoption-and-publication-status,2026-01-01,2027-01-01,"Official regional attestation of national adoption after the positive National Plant Health Committee opinion of 13 November 2025, together with the National Plant Health Service 2026 PNI publication surface",https://bandi.regione.piemonte.it/contributi-finanziamenti/servizio-lattuazione-di-programmi-di-indagine-accertare-la-presenza-di,b5f7bb2469cb10841d4019c06b898946ed8fd2e6111e3a2c660196cdea0900d6,2026-08-29,INITIAL,INITIAL,Central Plant Health Service after National Plant Health Committee opinion,-,"The 2026 national survey programme is adopted and published for the programme year: the Art. 27(4) adoption events — committee opinion and portal publication — are held, and its content governs the regional survey design.",Proven non-adoption or non-coverage defeats the programme-specific duty; outside programme year 2026 this programme does not govern.,Central plant-health service,Prepared programme; positive National Plant Health Committee opinion; national adoption attestation; National Plant Health Service publication; exact published workbook hashes; numbered implementing instrument if later obtained.,"[""IT-DLGS-19-2021:Art.27(4):adopt-national-programme"",""IT-DLGS-19-2021:Art.27(4):publish-national-programme""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,programme coverage of pest and territory,-,"The programme organizes recurring surveys. It does not create legal area status, an official finding, breach or proof that planned work was executed. Adoption events held: CFN opinion 13 November 2025 and portal publication; the numbered Central Service act is the instrument's identity, not a condition of adoption (ruled 2026-09-01). Programme year 2026 is the applicable interval (refresh 2026-09-02)."
PUG-DGR1075-2025:Art7(3)-policy:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:Art7(3)-policy,2025-07-29,,Effective regional plan policy,file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,3df46f0624de15d766514afbb390852152579dfa2fa612f23619e07db13d7622,2025-07-29,TEXT_CHANGED,YES,Regional Plant Health Service,shall not,Do not remove the individually qualifying plant covered by the adopted retention policy; no additional discretionary authorization is required.,"Substantive inapplicability, a proven measure-defeating legal consequence, and a proven defect with genuinely unsettled operativity have distinct outcomes. Missing approval evidence or a procedural concern without that legal consequence does not gate the regional measure.",Regional Plant Health Service,"Individual listed/protected status, official negative result, coverage by this effective retention policy, and the Article 7(3) annual inspection, sampling/testing and vector-treatment evidence.","[""EU-2020-1201:7(3)"",""IT-DLGS-19-2021:Art.33(1):uninfected-protected-plant-removal"",""IT-DLGS-19-2021:Art.31(5):committee-action-plan-approval"",""IT-DLGS-19-2021:Art.31(6):adopt-action-plan"",""PUG-LR4-2017:Art.8(5):protected-uninfected-retention""]",AUTHORITY_JUDGMENT_REQUIRED,YES,"individual qualification and legal consequence of a proven measure-specific defect, not additional retention discretion or routine approval-proof collection",-,The adopted plan exercises the eligible Article 7(3) discretion; unlisted monumental trees still require official recognition. Regional competence and the adopted measure supply operativity. National coordination duties remain in their own owners. Only a demonstrated legal consequence for this measure qualifies its operational result; absence of approval records is not such a consequence or a requirement to prove that no defect exists.
PUG-DGR1075-2025:Convention-3.1:arif-surveillance-communication:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:Convention-3.1:arif-surveillance-communication,2025-07-29,,Effective source read through REL-02/03,file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,3df46f0624de15d766514afbb390852152579dfa2fa612f23619e07db13d7622,2025-07-29,INITIAL,INITIAL,ARIF,shall,Conduct timely continuous surveillance and communicate commencement of monitoring as initiation of the proceeding.,"Before 6 August 2025, or for a task class outside monitoring, prevention, removal and communication support, the DGR-attached schema alone does not establish an effective assignment.",Regional Plant Health Observatory,"Exact assignment, evidence and resulting official record.","[""PUG-LR3-2010:Art.3-bis(1)(a)"",""IT-DLGS-19-2021:Art.11(1)(b)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,event-time task scope within the convention stipulated 6 August 2025 (rep. n. 026851 of 17 September 2025),The held DGR contains the convention schema; exact effective signed-convention evidence controls assignment.,"[REL-02/03] ARIF performs assigned surveillance and commencement communication; this is not later recipient notice or authority transfer. [CONVENTION FACT — DGR 1559/2025 recital, BURP n. 92 of 17-11-2025] The effective signed convention is established: 'la nuova convenzione stipulata tra la Regione Puglia e ARIF il 06/08/2025 e repertoriata con n. 026851 del 17/09/2025, per le attività di supporto all'Osservatorio assegnate ad ARIF con legge regionale 19/2019, quali: misure di monitoraggio, prevenzione, estirpazione e comunicazione finalizzate alla gestione della batteriosi causata da Xylella fastidiosa'. Stipulation 6 August 2025 is the assignment start; the repertory of 17 September 2025 is registration. The recital's indemnity-instruction task is aid and stays outside the aperture; its '2024-2026' plan label against the 2025–2027 plan is copied-forward wording, not a conflict. The convention body itself remains unheld; the recital is competent construction of the stipulation, date and task classes, not of clause-level terms."
PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control,2025-07-29,,Effective source read through REL-02,file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,3df46f0624de15d766514afbb390852152579dfa2fa612f23619e07db13d7622,2025-07-29,INITIAL,INITIAL,Regional Plant Health Observatory,shall,"Define the annual survey plan/procedure, priorities and official-laboratory route and perform second-level control.","Before 6 August 2025, or for a task class outside monitoring, prevention, removal and communication support, the DGR-attached schema alone does not establish an effective assignment.",Regional Plant Health Observatory,"Exact assignment, evidence and resulting official record.","[""IT-DLGS-19-2021:Art.6(3)(b)"",""IT-DLGS-19-2021:Art.27(3)"",""IT-DLGS-19-2021:Art.14(1):designate-official-laboratory""]",AUTHORITY_JUDGMENT_REQUIRED,YES,event-time task scope within the convention stipulated 6 August 2025 (rep. n. 026851 of 17 September 2025),The held DGR contains the convention schema; exact effective signed-convention evidence controls assignment.,"[REL-02] [CONVENTION FACT — DGR 1559/2025 recital, BURP n. 92 of 17-11-2025] The effective signed convention is established: 'la nuova convenzione stipulata tra la Regione Puglia e ARIF il 06/08/2025 e repertoriata con n. 026851 del 17/09/2025, per le attività di supporto all'Osservatorio assegnate ad ARIF con legge regionale 19/2019, quali: misure di monitoraggio, prevenzione, estirpazione e comunicazione finalizzate alla gestione della batteriosi causata da Xylella fastidiosa'. Stipulation 6 August 2025 is the assignment start; the repertory of 17 September 2025 is registration. The recital's indemnity-instruction task is aid and stays outside the aperture; its '2024-2026' plan label against the 2025–2027 plan is copied-forward wording, not a conflict. The convention body itself remains unheld; the recital is competent construction of the stipulation, date and task classes, not of clause-level terms."
PUG-DGR1075-2025:§4.1.10:survey-design:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:§4.1.10:survey-design,2025-07-29,,"DGR1075 adopted 29 July 2025; the particular design applies only while operative for this campaign and area, without projecting displayed population estimates into a later campaign.",file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,6f907a1ed703fed0da3a3515c3812d80a490c28a3a7672b9e7fa497daa4fc311,2025-07-29,INITIAL,INITIAL,Regione Puglia — Osservatorio Fitosanitario,shall,Apply the source table’s host-specific regional design and planned stratum workload within its operative campaign.,"This design does not apply outside its source-defined campaign, area and population.",Regione Puglia — Osservatorio Fitosanitario,"Operative adopted regional design for the campaign; exact source-defined area, host population and risk strata; applicable Union survey requirements; qualified current population and method; actual observations and performances for any achieved-survey claim.","[""PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control"",""PUG-DGR1075-2025:§4.1.1:survey-method""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,operative campaign population and site selection,-,"Table clauses are an identified tabular transcription, not a verbatim prose quotation. Planned regional design does not replace the independent Union requirement, determine geography, or establish performed-survey support. Displayed population estimates and table totals do not define future populations or prove achieved assurance."
PUG-DGR1075-2025:§4.1.1:survey-method:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:§4.1.1:survey-method,2025-07-29,,"DGR1075 adopted 29 July 2025; the particular design applies only while operative for this campaign and area, without projecting displayed population estimates into a later campaign.",file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,6f907a1ed703fed0da3a3515c3812d80a490c28a3a7672b9e7fa497daa4fc311,2025-07-29,INITIAL,INITIAL,Regione Puglia — Osservatorio Fitosanitario,shall,Use the operative one-step regional survey design with its source-defined risk strata and allocation qualifications; retain separate immediate post-finding surveillance and all applicable Union requirements.,"This design does not apply outside its source-defined campaign, area and population.",Regione Puglia — Osservatorio Fitosanitario,"Operative adopted regional design for the campaign; exact source-defined area, host population and risk strata; applicable Union survey requirements; qualified current population and method; actual observations and performances for any achieved-survey claim.","[""PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,operative campaign population and site selection,-,"Table clauses are an identified tabular transcription, not a verbatim prose quotation. Planned regional design does not replace the independent Union requirement, determine geography, or establish performed-survey support. Displayed population estimates and table totals do not define future populations or prove achieved assurance."
PUG-DGR1075-2025:§4.1.2:survey-design:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:§4.1.2:survey-design,2025-07-29,,"DGR1075 adopted 29 July 2025; the particular design applies only while operative for this campaign and area, without projecting displayed population estimates into a later campaign.",file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,6f907a1ed703fed0da3a3515c3812d80a490c28a3a7672b9e7fa497daa4fc311,2025-07-29,INITIAL,INITIAL,Regione Puglia — Osservatorio Fitosanitario,shall,Apply the source table’s host-specific regional design and planned stratum workload within its operative campaign.,"This design does not apply outside its source-defined campaign, area and population.",Regione Puglia — Osservatorio Fitosanitario,"Operative adopted regional design for the campaign; exact source-defined area, host population and risk strata; applicable Union survey requirements; qualified current population and method; actual observations and performances for any achieved-survey claim.","[""PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control"",""PUG-DGR1075-2025:§4.1.1:survey-method""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,operative campaign population and site selection,-,"Table clauses are an identified tabular transcription, not a verbatim prose quotation. Planned regional design does not replace the independent Union requirement, determine geography, or establish performed-survey support. Displayed population estimates and table totals do not define future populations or prove achieved assurance."
PUG-DGR1075-2025:§4.1.3:survey-design:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:§4.1.3:survey-design,2025-07-29,,"DGR1075 adopted 29 July 2025; the particular design applies only while operative for this campaign and area, without projecting displayed population estimates into a later campaign.",file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,6f907a1ed703fed0da3a3515c3812d80a490c28a3a7672b9e7fa497daa4fc311,2025-07-29,INITIAL,INITIAL,Regione Puglia — Osservatorio Fitosanitario,shall,Apply the source table’s host-specific regional design and planned stratum workload within its operative campaign.,"This design does not apply outside its source-defined campaign, area and population.",Regione Puglia — Osservatorio Fitosanitario,"Operative adopted regional design for the campaign; exact source-defined area, host population and risk strata; applicable Union survey requirements; qualified current population and method; actual observations and performances for any achieved-survey claim.","[""PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control"",""PUG-DGR1075-2025:§4.1.1:survey-method""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,operative campaign population and site selection,-,"Table clauses are an identified tabular transcription, not a verbatim prose quotation. Planned regional design does not replace the independent Union requirement, determine geography, or establish performed-survey support. Displayed population estimates and table totals do not define future populations or prove achieved assurance."
PUG-DGR1075-2025:§4.1.4:survey-design:v1,PUG-DGR1075-2025,PUG-DGR1075-2025:§4.1.4:survey-design,2025-07-29,,"DGR1075 adopted 29 July 2025; the particular design applies only while operative for this campaign and area, without projecting displayed population estimates into a later campaign.",file:regulation/jurisdiction/regional/DGR-1075-2025-plan.vision-ocr.txt,6f907a1ed703fed0da3a3515c3812d80a490c28a3a7672b9e7fa497daa4fc311,2025-07-29,INITIAL,INITIAL,Regione Puglia — Osservatorio Fitosanitario,shall,Apply the source table’s host-specific regional design and planned stratum workload within its operative campaign.,"This design does not apply outside its source-defined campaign, area and population.",Regione Puglia — Osservatorio Fitosanitario,"Operative adopted regional design for the campaign; exact source-defined area, host population and risk strata; applicable Union survey requirements; qualified current population and method; actual observations and performances for any achieved-survey claim.","[""PUG-DGR1075-2025:Convention-3.1:osservatorio-survey-control"",""PUG-DGR1075-2025:§4.1.1:survey-method""]",DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,operative campaign population and site selection,-,"Table clauses are an identified tabular transcription, not a verbatim prose quotation. Planned regional design does not replace the independent Union requirement, determine geography, or establish performed-survey support. Displayed population estimates and table totals do not define future populations or prove achieved assurance."
