holding_party_assignment_reference,holding_reference,party_reference,role_kind,bounded_scope,as_of
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0263,PUGLIAOLIVE-HOLDING-0263,PUGLIAOLIVE-MEMBER-0263,current_steward,PUGLIAOLIVE-HOLDING-0263,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0264,PUGLIAOLIVE-HOLDING-0264,PUGLIAOLIVE-MEMBER-0264,current_steward,PUGLIAOLIVE-HOLDING-0264,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0265,PUGLIAOLIVE-HOLDING-0265,PUGLIAOLIVE-MEMBER-0265,current_steward,PUGLIAOLIVE-HOLDING-0265,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0266,PUGLIAOLIVE-HOLDING-0266,PUGLIAOLIVE-MEMBER-0266,current_steward,PUGLIAOLIVE-HOLDING-0266,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0267,PUGLIAOLIVE-HOLDING-0267,PUGLIAOLIVE-MEMBER-0267,current_steward,PUGLIAOLIVE-HOLDING-0267,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0268,PUGLIAOLIVE-HOLDING-0268,PUGLIAOLIVE-MEMBER-0268,current_steward,PUGLIAOLIVE-HOLDING-0268,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0269,PUGLIAOLIVE-HOLDING-0269,PUGLIAOLIVE-MEMBER-0269,current_steward,PUGLIAOLIVE-HOLDING-0269,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0270,PUGLIAOLIVE-HOLDING-0270,PUGLIAOLIVE-MEMBER-0270,current_steward,PUGLIAOLIVE-HOLDING-0270,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0271,PUGLIAOLIVE-HOLDING-0271,PUGLIAOLIVE-MEMBER-0271,current_steward,PUGLIAOLIVE-HOLDING-0271,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0272,PUGLIAOLIVE-HOLDING-0272,PUGLIAOLIVE-MEMBER-0272,current_steward,PUGLIAOLIVE-HOLDING-0272,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0273,PUGLIAOLIVE-HOLDING-0273,PUGLIAOLIVE-MEMBER-0273,current_steward,PUGLIAOLIVE-HOLDING-0273,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0274,PUGLIAOLIVE-HOLDING-0274,PUGLIAOLIVE-MEMBER-0274,current_steward,PUGLIAOLIVE-HOLDING-0274,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0275,PUGLIAOLIVE-HOLDING-0275,PUGLIAOLIVE-MEMBER-0275,current_steward,PUGLIAOLIVE-HOLDING-0275,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0276,PUGLIAOLIVE-HOLDING-0276,PUGLIAOLIVE-MEMBER-0276,current_steward,PUGLIAOLIVE-HOLDING-0276,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0277,PUGLIAOLIVE-HOLDING-0277,PUGLIAOLIVE-MEMBER-0277,current_steward,PUGLIAOLIVE-HOLDING-0277,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0278,PUGLIAOLIVE-HOLDING-0278,PUGLIAOLIVE-MEMBER-0278,current_steward,PUGLIAOLIVE-HOLDING-0278,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0279,PUGLIAOLIVE-HOLDING-0279,PUGLIAOLIVE-MEMBER-0279,current_steward,PUGLIAOLIVE-HOLDING-0279,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0280,PUGLIAOLIVE-HOLDING-0280,PUGLIAOLIVE-MEMBER-0280,current_steward,PUGLIAOLIVE-HOLDING-0280,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0281,PUGLIAOLIVE-HOLDING-0281,PUGLIAOLIVE-MEMBER-0281,current_steward,PUGLIAOLIVE-HOLDING-0281,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0282,PUGLIAOLIVE-HOLDING-0282,PUGLIAOLIVE-MEMBER-0282,current_steward,PUGLIAOLIVE-HOLDING-0282,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0283,PUGLIAOLIVE-HOLDING-0283,PUGLIAOLIVE-MEMBER-0283,current_steward,PUGLIAOLIVE-HOLDING-0283,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0284,PUGLIAOLIVE-HOLDING-0284,PUGLIAOLIVE-MEMBER-0284,current_steward,PUGLIAOLIVE-HOLDING-0284,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0285,PUGLIAOLIVE-HOLDING-0285,PUGLIAOLIVE-MEMBER-0285,current_steward,PUGLIAOLIVE-HOLDING-0285,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0286,PUGLIAOLIVE-HOLDING-0286,PUGLIAOLIVE-MEMBER-0286,current_steward,PUGLIAOLIVE-HOLDING-0286,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0287,PUGLIAOLIVE-HOLDING-0287,PUGLIAOLIVE-MEMBER-0287,current_steward,PUGLIAOLIVE-HOLDING-0287,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0288,PUGLIAOLIVE-HOLDING-0288,PUGLIAOLIVE-MEMBER-0288,current_steward,PUGLIAOLIVE-HOLDING-0288,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0289,PUGLIAOLIVE-HOLDING-0289,PUGLIAOLIVE-MEMBER-0289,current_steward,PUGLIAOLIVE-HOLDING-0289,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0290,PUGLIAOLIVE-HOLDING-0290,PUGLIAOLIVE-MEMBER-0290,current_steward,PUGLIAOLIVE-HOLDING-0290,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0291,PUGLIAOLIVE-HOLDING-0291,PUGLIAOLIVE-MEMBER-0291,current_steward,PUGLIAOLIVE-HOLDING-0291,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0292,PUGLIAOLIVE-HOLDING-0292,PUGLIAOLIVE-MEMBER-0292,current_steward,PUGLIAOLIVE-HOLDING-0292,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0293,PUGLIAOLIVE-HOLDING-0293,PUGLIAOLIVE-MEMBER-0293,current_steward,PUGLIAOLIVE-HOLDING-0293,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0294,PUGLIAOLIVE-HOLDING-0294,PUGLIAOLIVE-MEMBER-0294,current_steward,PUGLIAOLIVE-HOLDING-0294,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0295,PUGLIAOLIVE-HOLDING-0295,PUGLIAOLIVE-MEMBER-0295,current_steward,PUGLIAOLIVE-HOLDING-0295,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0296,PUGLIAOLIVE-HOLDING-0296,PUGLIAOLIVE-MEMBER-0296,current_steward,PUGLIAOLIVE-HOLDING-0296,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0297,PUGLIAOLIVE-HOLDING-0297,PUGLIAOLIVE-MEMBER-0297,current_steward,PUGLIAOLIVE-HOLDING-0297,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0298,PUGLIAOLIVE-HOLDING-0298,PUGLIAOLIVE-MEMBER-0298,current_steward,PUGLIAOLIVE-HOLDING-0298,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0299,PUGLIAOLIVE-HOLDING-0299,PUGLIAOLIVE-MEMBER-0299,current_steward,PUGLIAOLIVE-HOLDING-0299,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0300,PUGLIAOLIVE-HOLDING-0300,PUGLIAOLIVE-MEMBER-0300,current_steward,PUGLIAOLIVE-HOLDING-0300,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0301,PUGLIAOLIVE-HOLDING-0301,PUGLIAOLIVE-MEMBER-0301,current_steward,PUGLIAOLIVE-HOLDING-0301,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0302,PUGLIAOLIVE-HOLDING-0302,PUGLIAOLIVE-MEMBER-0302,current_steward,PUGLIAOLIVE-HOLDING-0302,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0303,PUGLIAOLIVE-HOLDING-0303,PUGLIAOLIVE-MEMBER-0303,current_steward,PUGLIAOLIVE-HOLDING-0303,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0304,PUGLIAOLIVE-HOLDING-0304,PUGLIAOLIVE-MEMBER-0304,current_steward,PUGLIAOLIVE-HOLDING-0304,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0305,PUGLIAOLIVE-HOLDING-0305,PUGLIAOLIVE-MEMBER-0305,current_steward,PUGLIAOLIVE-HOLDING-0305,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0306,PUGLIAOLIVE-HOLDING-0306,PUGLIAOLIVE-MEMBER-0306,current_steward,PUGLIAOLIVE-HOLDING-0306,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0307,PUGLIAOLIVE-HOLDING-0307,PUGLIAOLIVE-MEMBER-0307,current_steward,PUGLIAOLIVE-HOLDING-0307,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0308,PUGLIAOLIVE-HOLDING-0308,PUGLIAOLIVE-MEMBER-0308,current_steward,PUGLIAOLIVE-HOLDING-0308,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0309,PUGLIAOLIVE-HOLDING-0309,PUGLIAOLIVE-MEMBER-0309,current_steward,PUGLIAOLIVE-HOLDING-0309,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0310,PUGLIAOLIVE-HOLDING-0310,PUGLIAOLIVE-MEMBER-0310,current_steward,PUGLIAOLIVE-HOLDING-0310,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0311,PUGLIAOLIVE-HOLDING-0311,PUGLIAOLIVE-MEMBER-0311,current_steward,PUGLIAOLIVE-HOLDING-0311,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0312,PUGLIAOLIVE-HOLDING-0312,PUGLIAOLIVE-MEMBER-0312,current_steward,PUGLIAOLIVE-HOLDING-0312,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0313,PUGLIAOLIVE-HOLDING-0313,PUGLIAOLIVE-MEMBER-0313,current_steward,PUGLIAOLIVE-HOLDING-0313,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0314,PUGLIAOLIVE-HOLDING-0314,PUGLIAOLIVE-MEMBER-0314,current_steward,PUGLIAOLIVE-HOLDING-0314,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0315,PUGLIAOLIVE-HOLDING-0315,PUGLIAOLIVE-MEMBER-0315,current_steward,PUGLIAOLIVE-HOLDING-0315,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0316,PUGLIAOLIVE-HOLDING-0316,PUGLIAOLIVE-MEMBER-0316,current_steward,PUGLIAOLIVE-HOLDING-0316,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0317,PUGLIAOLIVE-HOLDING-0317,PUGLIAOLIVE-MEMBER-0317,current_steward,PUGLIAOLIVE-HOLDING-0317,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0318,PUGLIAOLIVE-HOLDING-0318,PUGLIAOLIVE-MEMBER-0318,current_steward,PUGLIAOLIVE-HOLDING-0318,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0319,PUGLIAOLIVE-HOLDING-0319,PUGLIAOLIVE-MEMBER-0319,current_steward,PUGLIAOLIVE-HOLDING-0319,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0320,PUGLIAOLIVE-HOLDING-0320,PUGLIAOLIVE-MEMBER-0320,current_steward,PUGLIAOLIVE-HOLDING-0320,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0321,PUGLIAOLIVE-HOLDING-0321,PUGLIAOLIVE-MEMBER-0321,current_steward,PUGLIAOLIVE-HOLDING-0321,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0322,PUGLIAOLIVE-HOLDING-0322,PUGLIAOLIVE-MEMBER-0322,current_steward,PUGLIAOLIVE-HOLDING-0322,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0323,PUGLIAOLIVE-HOLDING-0323,PUGLIAOLIVE-MEMBER-0323,current_steward,PUGLIAOLIVE-HOLDING-0323,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0324,PUGLIAOLIVE-HOLDING-0324,PUGLIAOLIVE-MEMBER-0324,current_steward,PUGLIAOLIVE-HOLDING-0324,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0325,PUGLIAOLIVE-HOLDING-0325,PUGLIAOLIVE-MEMBER-0325,current_steward,PUGLIAOLIVE-HOLDING-0325,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0326,PUGLIAOLIVE-HOLDING-0326,PUGLIAOLIVE-MEMBER-0326,current_steward,PUGLIAOLIVE-HOLDING-0326,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0327,PUGLIAOLIVE-HOLDING-0327,PUGLIAOLIVE-MEMBER-0327,current_steward,PUGLIAOLIVE-HOLDING-0327,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0328,PUGLIAOLIVE-HOLDING-0328,PUGLIAOLIVE-MEMBER-0328,current_steward,PUGLIAOLIVE-HOLDING-0328,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0329,PUGLIAOLIVE-HOLDING-0329,PUGLIAOLIVE-MEMBER-0329,current_steward,PUGLIAOLIVE-HOLDING-0329,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0330,PUGLIAOLIVE-HOLDING-0330,PUGLIAOLIVE-MEMBER-0330,current_steward,PUGLIAOLIVE-HOLDING-0330,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0331,PUGLIAOLIVE-HOLDING-0331,PUGLIAOLIVE-MEMBER-0331,current_steward,PUGLIAOLIVE-HOLDING-0331,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0332,PUGLIAOLIVE-HOLDING-0332,PUGLIAOLIVE-MEMBER-0332,current_steward,PUGLIAOLIVE-HOLDING-0332,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0333,PUGLIAOLIVE-HOLDING-0333,PUGLIAOLIVE-MEMBER-0333,current_steward,PUGLIAOLIVE-HOLDING-0333,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0334,PUGLIAOLIVE-HOLDING-0334,PUGLIAOLIVE-MEMBER-0334,current_steward,PUGLIAOLIVE-HOLDING-0334,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0335,PUGLIAOLIVE-HOLDING-0335,PUGLIAOLIVE-MEMBER-0335,current_steward,PUGLIAOLIVE-HOLDING-0335,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0336,PUGLIAOLIVE-HOLDING-0336,PUGLIAOLIVE-MEMBER-0336,current_steward,PUGLIAOLIVE-HOLDING-0336,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0337,PUGLIAOLIVE-HOLDING-0337,PUGLIAOLIVE-MEMBER-0337,current_steward,PUGLIAOLIVE-HOLDING-0337,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0338,PUGLIAOLIVE-HOLDING-0338,PUGLIAOLIVE-MEMBER-0338,current_steward,PUGLIAOLIVE-HOLDING-0338,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0339,PUGLIAOLIVE-HOLDING-0339,PUGLIAOLIVE-MEMBER-0339,current_steward,PUGLIAOLIVE-HOLDING-0339,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0340,PUGLIAOLIVE-HOLDING-0340,PUGLIAOLIVE-MEMBER-0340,current_steward,PUGLIAOLIVE-HOLDING-0340,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0341,PUGLIAOLIVE-HOLDING-0341,PUGLIAOLIVE-MEMBER-0341,current_steward,PUGLIAOLIVE-HOLDING-0341,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0342,PUGLIAOLIVE-HOLDING-0342,PUGLIAOLIVE-MEMBER-0342,current_steward,PUGLIAOLIVE-HOLDING-0342,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0343,PUGLIAOLIVE-HOLDING-0343,PUGLIAOLIVE-MEMBER-0343,current_steward,PUGLIAOLIVE-HOLDING-0343,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0344,PUGLIAOLIVE-HOLDING-0344,PUGLIAOLIVE-MEMBER-0344,current_steward,PUGLIAOLIVE-HOLDING-0344,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0345,PUGLIAOLIVE-HOLDING-0345,PUGLIAOLIVE-MEMBER-0345,current_steward,PUGLIAOLIVE-HOLDING-0345,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0346,PUGLIAOLIVE-HOLDING-0346,PUGLIAOLIVE-MEMBER-0346,current_steward,PUGLIAOLIVE-HOLDING-0346,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0347,PUGLIAOLIVE-HOLDING-0347,PUGLIAOLIVE-MEMBER-0347,current_steward,PUGLIAOLIVE-HOLDING-0347,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0348,PUGLIAOLIVE-HOLDING-0348,PUGLIAOLIVE-MEMBER-0348,current_steward,PUGLIAOLIVE-HOLDING-0348,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0349,PUGLIAOLIVE-HOLDING-0349,PUGLIAOLIVE-MEMBER-0349,current_steward,PUGLIAOLIVE-HOLDING-0349,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0350,PUGLIAOLIVE-HOLDING-0350,PUGLIAOLIVE-MEMBER-0350,current_steward,PUGLIAOLIVE-HOLDING-0350,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0351,PUGLIAOLIVE-HOLDING-0351,PUGLIAOLIVE-MEMBER-0351,current_steward,PUGLIAOLIVE-HOLDING-0351,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0352,PUGLIAOLIVE-HOLDING-0352,PUGLIAOLIVE-MEMBER-0352,current_steward,PUGLIAOLIVE-HOLDING-0352,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0353,PUGLIAOLIVE-HOLDING-0353,PUGLIAOLIVE-MEMBER-0353,current_steward,PUGLIAOLIVE-HOLDING-0353,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0354,PUGLIAOLIVE-HOLDING-0354,PUGLIAOLIVE-MEMBER-0354,current_steward,PUGLIAOLIVE-HOLDING-0354,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0355,PUGLIAOLIVE-HOLDING-0355,PUGLIAOLIVE-MEMBER-0355,current_steward,PUGLIAOLIVE-HOLDING-0355,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0356,PUGLIAOLIVE-HOLDING-0356,PUGLIAOLIVE-MEMBER-0356,current_steward,PUGLIAOLIVE-HOLDING-0356,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0357,PUGLIAOLIVE-HOLDING-0357,PUGLIAOLIVE-MEMBER-0357,current_steward,PUGLIAOLIVE-HOLDING-0357,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0358,PUGLIAOLIVE-HOLDING-0358,PUGLIAOLIVE-MEMBER-0358,current_steward,PUGLIAOLIVE-HOLDING-0358,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0359,PUGLIAOLIVE-HOLDING-0359,PUGLIAOLIVE-MEMBER-0359,current_steward,PUGLIAOLIVE-HOLDING-0359,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0360,PUGLIAOLIVE-HOLDING-0360,PUGLIAOLIVE-MEMBER-0360,current_steward,PUGLIAOLIVE-HOLDING-0360,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0361,PUGLIAOLIVE-HOLDING-0361,PUGLIAOLIVE-MEMBER-0361,current_steward,PUGLIAOLIVE-HOLDING-0361,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0362,PUGLIAOLIVE-HOLDING-0362,PUGLIAOLIVE-MEMBER-0362,current_steward,PUGLIAOLIVE-HOLDING-0362,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0363,PUGLIAOLIVE-HOLDING-0363,PUGLIAOLIVE-MEMBER-0363,current_steward,PUGLIAOLIVE-HOLDING-0363,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0364,PUGLIAOLIVE-HOLDING-0364,PUGLIAOLIVE-MEMBER-0364,current_steward,PUGLIAOLIVE-HOLDING-0364,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0365,PUGLIAOLIVE-HOLDING-0365,PUGLIAOLIVE-MEMBER-0365,current_steward,PUGLIAOLIVE-HOLDING-0365,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0366,PUGLIAOLIVE-HOLDING-0366,PUGLIAOLIVE-MEMBER-0366,current_steward,PUGLIAOLIVE-HOLDING-0366,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0367,PUGLIAOLIVE-HOLDING-0367,PUGLIAOLIVE-MEMBER-0367,current_steward,PUGLIAOLIVE-HOLDING-0367,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0368,PUGLIAOLIVE-HOLDING-0368,PUGLIAOLIVE-MEMBER-0368,current_steward,PUGLIAOLIVE-HOLDING-0368,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0369,PUGLIAOLIVE-HOLDING-0369,PUGLIAOLIVE-MEMBER-0369,current_steward,PUGLIAOLIVE-HOLDING-0369,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0370,PUGLIAOLIVE-HOLDING-0370,PUGLIAOLIVE-MEMBER-0370,current_steward,PUGLIAOLIVE-HOLDING-0370,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0371,PUGLIAOLIVE-HOLDING-0371,PUGLIAOLIVE-MEMBER-0371,current_steward,PUGLIAOLIVE-HOLDING-0371,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0372,PUGLIAOLIVE-HOLDING-0372,PUGLIAOLIVE-MEMBER-0372,current_steward,PUGLIAOLIVE-HOLDING-0372,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0373,PUGLIAOLIVE-HOLDING-0373,PUGLIAOLIVE-MEMBER-0373,current_steward,PUGLIAOLIVE-HOLDING-0373,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0374,PUGLIAOLIVE-HOLDING-0374,PUGLIAOLIVE-MEMBER-0374,current_steward,PUGLIAOLIVE-HOLDING-0374,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0375,PUGLIAOLIVE-HOLDING-0375,PUGLIAOLIVE-MEMBER-0375,current_steward,PUGLIAOLIVE-HOLDING-0375,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0376,PUGLIAOLIVE-HOLDING-0376,PUGLIAOLIVE-MEMBER-0376,current_steward,PUGLIAOLIVE-HOLDING-0376,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0377,PUGLIAOLIVE-HOLDING-0377,PUGLIAOLIVE-MEMBER-0377,current_steward,PUGLIAOLIVE-HOLDING-0377,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0378,PUGLIAOLIVE-HOLDING-0378,PUGLIAOLIVE-MEMBER-0378,current_steward,PUGLIAOLIVE-HOLDING-0378,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0379,PUGLIAOLIVE-HOLDING-0379,PUGLIAOLIVE-MEMBER-0379,current_steward,PUGLIAOLIVE-HOLDING-0379,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0380,PUGLIAOLIVE-HOLDING-0380,PUGLIAOLIVE-MEMBER-0380,current_steward,PUGLIAOLIVE-HOLDING-0380,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0381,PUGLIAOLIVE-HOLDING-0381,PUGLIAOLIVE-MEMBER-0381,current_steward,PUGLIAOLIVE-HOLDING-0381,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0382,PUGLIAOLIVE-HOLDING-0382,PUGLIAOLIVE-MEMBER-0382,current_steward,PUGLIAOLIVE-HOLDING-0382,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0383,PUGLIAOLIVE-HOLDING-0383,PUGLIAOLIVE-MEMBER-0383,current_steward,PUGLIAOLIVE-HOLDING-0383,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0384,PUGLIAOLIVE-HOLDING-0384,PUGLIAOLIVE-MEMBER-0384,current_steward,PUGLIAOLIVE-HOLDING-0384,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0385,PUGLIAOLIVE-HOLDING-0385,PUGLIAOLIVE-MEMBER-0385,current_steward,PUGLIAOLIVE-HOLDING-0385,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0386,PUGLIAOLIVE-HOLDING-0386,PUGLIAOLIVE-MEMBER-0386,current_steward,PUGLIAOLIVE-HOLDING-0386,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0387,PUGLIAOLIVE-HOLDING-0387,PUGLIAOLIVE-MEMBER-0387,current_steward,PUGLIAOLIVE-HOLDING-0387,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0388,PUGLIAOLIVE-HOLDING-0388,PUGLIAOLIVE-MEMBER-0388,current_steward,PUGLIAOLIVE-HOLDING-0388,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0389,PUGLIAOLIVE-HOLDING-0389,PUGLIAOLIVE-MEMBER-0389,current_steward,PUGLIAOLIVE-HOLDING-0389,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0390,PUGLIAOLIVE-HOLDING-0390,PUGLIAOLIVE-MEMBER-0390,current_steward,PUGLIAOLIVE-HOLDING-0390,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0391,PUGLIAOLIVE-HOLDING-0391,PUGLIAOLIVE-MEMBER-0391,current_steward,PUGLIAOLIVE-HOLDING-0391,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0392,PUGLIAOLIVE-HOLDING-0392,PUGLIAOLIVE-MEMBER-0392,current_steward,PUGLIAOLIVE-HOLDING-0392,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0393,PUGLIAOLIVE-HOLDING-0393,PUGLIAOLIVE-MEMBER-0393,current_steward,PUGLIAOLIVE-HOLDING-0393,2026-08-24
