cooperative_membership_reference,member_party_reference,cooperative_party_reference,membership_kind,as_of
PUGLIAOLIVE-MEMBERSHIP-0416,PUGLIAOLIVE-MEMBER-0416,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0417,PUGLIAOLIVE-MEMBER-0417,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0418,PUGLIAOLIVE-MEMBER-0418,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0419,PUGLIAOLIVE-MEMBER-0419,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0420,PUGLIAOLIVE-MEMBER-0420,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0421,PUGLIAOLIVE-MEMBER-0421,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0422,PUGLIAOLIVE-MEMBER-0422,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0423,PUGLIAOLIVE-MEMBER-0423,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0424,PUGLIAOLIVE-MEMBER-0424,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0425,PUGLIAOLIVE-MEMBER-0425,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0426,PUGLIAOLIVE-MEMBER-0426,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0427,PUGLIAOLIVE-MEMBER-0427,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0428,PUGLIAOLIVE-MEMBER-0428,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0429,PUGLIAOLIVE-MEMBER-0429,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0430,PUGLIAOLIVE-MEMBER-0430,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0431,PUGLIAOLIVE-MEMBER-0431,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0432,PUGLIAOLIVE-MEMBER-0432,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0433,PUGLIAOLIVE-MEMBER-0433,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0434,PUGLIAOLIVE-MEMBER-0434,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0435,PUGLIAOLIVE-MEMBER-0435,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0436,PUGLIAOLIVE-MEMBER-0436,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0437,PUGLIAOLIVE-MEMBER-0437,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0438,PUGLIAOLIVE-MEMBER-0438,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0439,PUGLIAOLIVE-MEMBER-0439,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0440,PUGLIAOLIVE-MEMBER-0440,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0441,PUGLIAOLIVE-MEMBER-0441,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0442,PUGLIAOLIVE-MEMBER-0442,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0443,PUGLIAOLIVE-MEMBER-0443,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0444,PUGLIAOLIVE-MEMBER-0444,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0445,PUGLIAOLIVE-MEMBER-0445,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0446,PUGLIAOLIVE-MEMBER-0446,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0447,PUGLIAOLIVE-MEMBER-0447,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0448,PUGLIAOLIVE-MEMBER-0448,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0449,PUGLIAOLIVE-MEMBER-0449,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0450,PUGLIAOLIVE-MEMBER-0450,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0451,PUGLIAOLIVE-MEMBER-0451,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0452,PUGLIAOLIVE-MEMBER-0452,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0453,PUGLIAOLIVE-MEMBER-0453,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0454,PUGLIAOLIVE-MEMBER-0454,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0455,PUGLIAOLIVE-MEMBER-0455,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0456,PUGLIAOLIVE-MEMBER-0456,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0457,PUGLIAOLIVE-MEMBER-0457,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0458,PUGLIAOLIVE-MEMBER-0458,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0459,PUGLIAOLIVE-MEMBER-0459,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0460,PUGLIAOLIVE-MEMBER-0460,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0461,PUGLIAOLIVE-MEMBER-0461,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0462,PUGLIAOLIVE-MEMBER-0462,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0463,PUGLIAOLIVE-MEMBER-0463,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0464,PUGLIAOLIVE-MEMBER-0464,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0465,PUGLIAOLIVE-MEMBER-0465,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0466,PUGLIAOLIVE-MEMBER-0466,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0467,PUGLIAOLIVE-MEMBER-0467,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0468,PUGLIAOLIVE-MEMBER-0468,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0469,PUGLIAOLIVE-MEMBER-0469,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0470,PUGLIAOLIVE-MEMBER-0470,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0471,PUGLIAOLIVE-MEMBER-0471,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0472,PUGLIAOLIVE-MEMBER-0472,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0473,PUGLIAOLIVE-MEMBER-0473,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0474,PUGLIAOLIVE-MEMBER-0474,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0475,PUGLIAOLIVE-MEMBER-0475,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0476,PUGLIAOLIVE-MEMBER-0476,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0477,PUGLIAOLIVE-MEMBER-0477,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0478,PUGLIAOLIVE-MEMBER-0478,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0479,PUGLIAOLIVE-MEMBER-0479,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0480,PUGLIAOLIVE-MEMBER-0480,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0481,PUGLIAOLIVE-MEMBER-0481,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0482,PUGLIAOLIVE-MEMBER-0482,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0483,PUGLIAOLIVE-MEMBER-0483,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0484,PUGLIAOLIVE-MEMBER-0484,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0485,PUGLIAOLIVE-MEMBER-0485,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0486,PUGLIAOLIVE-MEMBER-0486,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0487,PUGLIAOLIVE-MEMBER-0487,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0488,PUGLIAOLIVE-MEMBER-0488,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0489,PUGLIAOLIVE-MEMBER-0489,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0490,PUGLIAOLIVE-MEMBER-0490,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0491,PUGLIAOLIVE-MEMBER-0491,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0492,PUGLIAOLIVE-MEMBER-0492,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0493,PUGLIAOLIVE-MEMBER-0493,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0494,PUGLIAOLIVE-MEMBER-0494,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0495,PUGLIAOLIVE-MEMBER-0495,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0496,PUGLIAOLIVE-MEMBER-0496,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0497,PUGLIAOLIVE-MEMBER-0497,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0498,PUGLIAOLIVE-MEMBER-0498,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0499,PUGLIAOLIVE-MEMBER-0499,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0500,PUGLIAOLIVE-MEMBER-0500,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0501,PUGLIAOLIVE-MEMBER-0501,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0502,PUGLIAOLIVE-MEMBER-0502,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0503,PUGLIAOLIVE-MEMBER-0503,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0504,PUGLIAOLIVE-MEMBER-0504,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0505,PUGLIAOLIVE-MEMBER-0505,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0506,PUGLIAOLIVE-MEMBER-0506,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0507,PUGLIAOLIVE-MEMBER-0507,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0508,PUGLIAOLIVE-MEMBER-0508,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0509,PUGLIAOLIVE-MEMBER-0509,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0510,PUGLIAOLIVE-MEMBER-0510,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0511,PUGLIAOLIVE-MEMBER-0511,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0512,PUGLIAOLIVE-MEMBER-0512,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0513,PUGLIAOLIVE-MEMBER-0513,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0514,PUGLIAOLIVE-MEMBER-0514,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0515,PUGLIAOLIVE-MEMBER-0515,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0516,PUGLIAOLIVE-MEMBER-0516,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0517,PUGLIAOLIVE-MEMBER-0517,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0518,PUGLIAOLIVE-MEMBER-0518,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0519,PUGLIAOLIVE-MEMBER-0519,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0520,PUGLIAOLIVE-MEMBER-0520,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0521,PUGLIAOLIVE-MEMBER-0521,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0522,PUGLIAOLIVE-MEMBER-0522,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0523,PUGLIAOLIVE-MEMBER-0523,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0524,PUGLIAOLIVE-MEMBER-0524,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0525,PUGLIAOLIVE-MEMBER-0525,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0526,PUGLIAOLIVE-MEMBER-0526,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0527,PUGLIAOLIVE-MEMBER-0527,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0528,PUGLIAOLIVE-MEMBER-0528,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0529,PUGLIAOLIVE-MEMBER-0529,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0530,PUGLIAOLIVE-MEMBER-0530,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0531,PUGLIAOLIVE-MEMBER-0531,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0532,PUGLIAOLIVE-MEMBER-0532,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0533,PUGLIAOLIVE-MEMBER-0533,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0534,PUGLIAOLIVE-MEMBER-0534,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0535,PUGLIAOLIVE-MEMBER-0535,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0536,PUGLIAOLIVE-MEMBER-0536,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0537,PUGLIAOLIVE-MEMBER-0537,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0538,PUGLIAOLIVE-MEMBER-0538,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0539,PUGLIAOLIVE-MEMBER-0539,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0540,PUGLIAOLIVE-MEMBER-0540,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0541,PUGLIAOLIVE-MEMBER-0541,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0542,PUGLIAOLIVE-MEMBER-0542,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0543,PUGLIAOLIVE-MEMBER-0543,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0544,PUGLIAOLIVE-MEMBER-0544,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0545,PUGLIAOLIVE-MEMBER-0545,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0546,PUGLIAOLIVE-MEMBER-0546,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0547,PUGLIAOLIVE-MEMBER-0547,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0548,PUGLIAOLIVE-MEMBER-0548,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0549,PUGLIAOLIVE-MEMBER-0549,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0550,PUGLIAOLIVE-MEMBER-0550,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0551,PUGLIAOLIVE-MEMBER-0551,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0552,PUGLIAOLIVE-MEMBER-0552,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0553,PUGLIAOLIVE-MEMBER-0553,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0554,PUGLIAOLIVE-MEMBER-0554,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0555,PUGLIAOLIVE-MEMBER-0555,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0556,PUGLIAOLIVE-MEMBER-0556,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0557,PUGLIAOLIVE-MEMBER-0557,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0558,PUGLIAOLIVE-MEMBER-0558,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0559,PUGLIAOLIVE-MEMBER-0559,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0560,PUGLIAOLIVE-MEMBER-0560,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0561,PUGLIAOLIVE-MEMBER-0561,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0562,PUGLIAOLIVE-MEMBER-0562,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0563,PUGLIAOLIVE-MEMBER-0563,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0564,PUGLIAOLIVE-MEMBER-0564,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0565,PUGLIAOLIVE-MEMBER-0565,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0566,PUGLIAOLIVE-MEMBER-0566,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0567,PUGLIAOLIVE-MEMBER-0567,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0568,PUGLIAOLIVE-MEMBER-0568,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0569,PUGLIAOLIVE-MEMBER-0569,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0570,PUGLIAOLIVE-MEMBER-0570,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0571,PUGLIAOLIVE-MEMBER-0571,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0572,PUGLIAOLIVE-MEMBER-0572,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0573,PUGLIAOLIVE-MEMBER-0573,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0574,PUGLIAOLIVE-MEMBER-0574,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0575,PUGLIAOLIVE-MEMBER-0575,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0576,PUGLIAOLIVE-MEMBER-0576,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0577,PUGLIAOLIVE-MEMBER-0577,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0578,PUGLIAOLIVE-MEMBER-0578,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0579,PUGLIAOLIVE-MEMBER-0579,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0580,PUGLIAOLIVE-MEMBER-0580,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0581,PUGLIAOLIVE-MEMBER-0581,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0582,PUGLIAOLIVE-MEMBER-0582,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0583,PUGLIAOLIVE-MEMBER-0583,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0584,PUGLIAOLIVE-MEMBER-0584,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0585,PUGLIAOLIVE-MEMBER-0585,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0586,PUGLIAOLIVE-MEMBER-0586,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0587,PUGLIAOLIVE-MEMBER-0587,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0588,PUGLIAOLIVE-MEMBER-0588,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0589,PUGLIAOLIVE-MEMBER-0589,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0590,PUGLIAOLIVE-MEMBER-0590,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0591,PUGLIAOLIVE-MEMBER-0591,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0592,PUGLIAOLIVE-MEMBER-0592,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0593,PUGLIAOLIVE-MEMBER-0593,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0594,PUGLIAOLIVE-MEMBER-0594,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0595,PUGLIAOLIVE-MEMBER-0595,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0596,PUGLIAOLIVE-MEMBER-0596,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0597,PUGLIAOLIVE-MEMBER-0597,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0598,PUGLIAOLIVE-MEMBER-0598,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0599,PUGLIAOLIVE-MEMBER-0599,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0600,PUGLIAOLIVE-MEMBER-0600,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0601,PUGLIAOLIVE-MEMBER-0601,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0602,PUGLIAOLIVE-MEMBER-0602,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0603,PUGLIAOLIVE-MEMBER-0603,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0604,PUGLIAOLIVE-MEMBER-0604,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0605,PUGLIAOLIVE-MEMBER-0605,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0606,PUGLIAOLIVE-MEMBER-0606,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0607,PUGLIAOLIVE-MEMBER-0607,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0608,PUGLIAOLIVE-MEMBER-0608,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0609,PUGLIAOLIVE-MEMBER-0609,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0610,PUGLIAOLIVE-MEMBER-0610,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0611,PUGLIAOLIVE-MEMBER-0611,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0612,PUGLIAOLIVE-MEMBER-0612,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0613,PUGLIAOLIVE-MEMBER-0613,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0614,PUGLIAOLIVE-MEMBER-0614,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0615,PUGLIAOLIVE-MEMBER-0615,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0616,PUGLIAOLIVE-MEMBER-0616,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0617,PUGLIAOLIVE-MEMBER-0617,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0618,PUGLIAOLIVE-MEMBER-0618,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0619,PUGLIAOLIVE-MEMBER-0619,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0620,PUGLIAOLIVE-MEMBER-0620,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0621,PUGLIAOLIVE-MEMBER-0621,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0622,PUGLIAOLIVE-MEMBER-0622,IT/OLI/112,producer_member,2026-08-24
PUGLIAOLIVE-MEMBERSHIP-0623,PUGLIAOLIVE-MEMBER-0623,IT/OLI/112,producer_member,2026-08-24
