position_ref,order_ref,comune,foglio,particella,parcel_ref,holder_named_in_annex,basis,subject_resolution
DET-11-2026-FITO:TRIGGIAN:13:211,DET-11-2026-FITO,Triggian,13,211,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:178,DET-11-2026-FITO,Triggian,13,178,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:175,DET-11-2026-FITO,Triggian,13,175,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:208,DET-11-2026-FITO,Triggian,13,208,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:206,DET-11-2026-FITO,Triggian,13,206,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:205,DET-11-2026-FITO,Triggian,13,205,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:204,DET-11-2026-FITO,Triggian,13,204,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:203,DET-11-2026-FITO,Triggian,13,203,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:201,DET-11-2026-FITO,Triggian,13,201,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:200,DET-11-2026-FITO,Triggian,13,200,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:167,DET-11-2026-FITO,Triggian,13,167,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:166,DET-11-2026-FITO,Triggian,13,166,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:164,DET-11-2026-FITO,Triggian,13,164,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:163,DET-11-2026-FITO,Triggian,13,163,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIAN:13:162,DET-11-2026-FITO,Triggian,13,162,,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:55:449,DET-12-2026-FITO,Bari,55,449,A662_005500.449,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:431,DET-12-2026-FITO,Bari,63,431,A662_006300.431,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:430,DET-12-2026-FITO,Bari,63,430,A662_006300.430,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:321,DET-12-2026-FITO,Bari,63,321,A662_006300.321,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:284,DET-12-2026-FITO,Bari,63,284,A662_006300.284,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:282,DET-12-2026-FITO,Bari,63,282,A662_006300.282,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:392,DET-12-2026-FITO,Bari,63,392,A662_006300.392,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-12-2026-FITO:BARI:63:69,DET-12-2026-FITO,Bari,63,69,A662_006300.69,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:67,DET-12-2026-FITO,Bari,63,67,A662_006300.67,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:65,DET-12-2026-FITO,Bari,63,65,A662_006300.65,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:64,DET-12-2026-FITO,Bari,63,64,A662_006300.64,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:63,DET-12-2026-FITO,Bari,63,63,A662_006300.63,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:62,DET-12-2026-FITO,Bari,63,62,A662_006300.62,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:429,DET-12-2026-FITO,Bari,63,429,A662_006300.429,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:428,DET-12-2026-FITO,Bari,63,428,A662_006300.428,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:427,DET-12-2026-FITO,Bari,63,427,A662_006300.427,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:426,DET-12-2026-FITO,Bari,63,426,A662_006300.426,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:425,DET-12-2026-FITO,Bari,63,425,A662_006300.425,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:281,DET-12-2026-FITO,Bari,63,281,A662_006300.281,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:280,DET-12-2026-FITO,Bari,63,280,A662_006300.280,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:279,DET-12-2026-FITO,Bari,63,279,A662_006300.279,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:278,DET-12-2026-FITO,Bari,63,278,A662_006300.278,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:277,DET-12-2026-FITO,Bari,63,277,A662_006300.277,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:276,DET-12-2026-FITO,Bari,63,276,A662_006300.276,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:273,DET-12-2026-FITO,Bari,63,273,A662_006300.273,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:272,DET-12-2026-FITO,Bari,63,272,A662_006300.272,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:271,DET-12-2026-FITO,Bari,63,271,A662_006300.271,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:424,DET-12-2026-FITO,Bari,63,424,A662_006300.424,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:423,DET-12-2026-FITO,Bari,63,423,A662_006300.423,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:422,DET-12-2026-FITO,Bari,63,422,A662_006300.422,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:421,DET-12-2026-FITO,Bari,63,421,A662_006300.421,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:420,DET-12-2026-FITO,Bari,63,420,A662_006300.420,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:381,DET-12-2026-FITO,Bari,63,381,A662_006300.381,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-12-2026-FITO:BARI:63:380,DET-12-2026-FITO,Bari,63,380,A662_006300.380,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:264,DET-12-2026-FITO,Bari,63,264,A662_006300.264,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:263,DET-12-2026-FITO,Bari,63,263,A662_006300.263,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:262,DET-12-2026-FITO,Bari,63,262,A662_006300.262,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:261,DET-12-2026-FITO,Bari,63,261,A662_006300.261,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:259,DET-12-2026-FITO,Bari,63,259,A662_006300.259,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:258,DET-12-2026-FITO,Bari,63,258,A662_006300.258,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:254,DET-12-2026-FITO,Bari,63,254,A662_006300.254,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:253,DET-12-2026-FITO,Bari,63,253,A662_006300.253,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:251,DET-12-2026-FITO,Bari,63,251,A662_006300.251,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:250,DET-12-2026-FITO,Bari,63,250,A662_006300.250,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:249,DET-12-2026-FITO,Bari,63,249,A662_006300.249,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:419,DET-12-2026-FITO,Bari,63,419,A662_006300.419,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:418,DET-12-2026-FITO,Bari,63,418,A662_006300.418,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:98,DET-12-2026-FITO,Bari,63,98,A662_006300.98,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:97,DET-12-2026-FITO,Bari,63,97,A662_006300.97,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:96,DET-12-2026-FITO,Bari,63,96,A662_006300.96,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:93,DET-12-2026-FITO,Bari,63,93,A662_006300.93,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:84,DET-12-2026-FITO,Bari,63,84,A662_006300.84,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:83,DET-12-2026-FITO,Bari,63,83,A662_006300.83,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:82,DET-12-2026-FITO,Bari,63,82,A662_006300.82,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:449,DET-12-2026-FITO,Bari,63,449,A662_006300.449,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:81,DET-12-2026-FITO,Bari,63,81,A662_006300.81,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:448,DET-12-2026-FITO,Bari,63,448,A662_006300.448,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:80,DET-12-2026-FITO,Bari,63,80,A662_006300.80,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:445,DET-12-2026-FITO,Bari,63,445,A662_006300.445,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:444,DET-12-2026-FITO,Bari,63,444,A662_006300.444,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:443,DET-12-2026-FITO,Bari,63,443,A662_006300.443,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:442,DET-12-2026-FITO,Bari,63,442,A662_006300.442,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:441,DET-12-2026-FITO,Bari,63,441,A662_006300.441,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:440,DET-12-2026-FITO,Bari,63,440,A662_006300.440,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:79,DET-12-2026-FITO,Bari,63,79,A662_006300.79,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:78,DET-12-2026-FITO,Bari,63,78,A662_006300.78,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:73,DET-12-2026-FITO,Bari,63,73,A662_006300.73,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:439,DET-12-2026-FITO,Bari,63,439,A662_006300.439,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:432,DET-12-2026-FITO,Bari,63,432,A662_006300.432,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:399,DET-12-2026-FITO,Bari,63,399,A662_006300.399,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:417,DET-12-2026-FITO,Bari,63,417,A662_006300.417,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:416,DET-12-2026-FITO,Bari,63,416,A662_006300.416,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:415,DET-12-2026-FITO,Bari,63,415,A662_006300.415,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:414,DET-12-2026-FITO,Bari,63,414,A662_006300.414,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:413,DET-12-2026-FITO,Bari,63,413,A662_006300.413,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:412,DET-12-2026-FITO,Bari,63,412,A662_006300.412,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:411,DET-12-2026-FITO,Bari,63,411,A662_006300.411,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:410,DET-12-2026-FITO,Bari,63,410,A662_006300.410,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:241,DET-12-2026-FITO,Bari,63,241,A662_006300.241,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:240,DET-12-2026-FITO,Bari,63,240,A662_006300.240,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:237,DET-12-2026-FITO,Bari,63,237,A662_006300.237,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:232,DET-12-2026-FITO,Bari,63,232,A662_006300.232,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:409,DET-12-2026-FITO,Bari,63,409,A662_006300.409,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:408,DET-12-2026-FITO,Bari,63,408,A662_006300.408,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:40,DET-12-2026-FITO,Bari,63,40,A662_006300.40,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:407,DET-12-2026-FITO,Bari,63,407,A662_006300.407,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:406,DET-12-2026-FITO,Bari,63,406,A662_006300.406,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:405,DET-12-2026-FITO,Bari,63,405,A662_006300.405,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:404,DET-12-2026-FITO,Bari,63,404,A662_006300.404,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:403,DET-12-2026-FITO,Bari,63,403,A662_006300.403,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:402,DET-12-2026-FITO,Bari,63,402,A662_006300.402,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:401,DET-12-2026-FITO,Bari,63,401,A662_006300.401,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:400,DET-12-2026-FITO,Bari,63,400,A662_006300.400,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-12-2026-FITO:BARI:63:366,DET-12-2026-FITO,Bari,63,366,A662_006300.366,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:365,DET-12-2026-FITO,Bari,63,365,A662_006300.365,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:364,DET-12-2026-FITO,Bari,63,364,A662_006300.364,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:363,DET-12-2026-FITO,Bari,63,363,A662_006300.363,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:229,DET-12-2026-FITO,Bari,63,229,A662_006300.229,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:228,DET-12-2026-FITO,Bari,63,228,A662_006300.228,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:227,DET-12-2026-FITO,Bari,63,227,A662_006300.227,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:189,DET-12-2026-FITO,Bari,63,189,A662_006300.189,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:221,DET-12-2026-FITO,Bari,63,221,A662_006300.221,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:188,DET-12-2026-FITO,Bari,63,188,A662_006300.188,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:187,DET-12-2026-FITO,Bari,63,187,A662_006300.187,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:185,DET-12-2026-FITO,Bari,63,185,A662_006300.185,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:183,DET-12-2026-FITO,Bari,63,183,A662_006300.183,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:181,DET-12-2026-FITO,Bari,63,181,A662_006300.181,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:362,DET-12-2026-FITO,Bari,63,362,A662_006300.362,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:361,DET-12-2026-FITO,Bari,63,361,A662_006300.361,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:37,DET-12-2026-FITO,Bari,63,37,A662_006300.37,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:34,DET-12-2026-FITO,Bari,63,34,A662_006300.34,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:32,DET-12-2026-FITO,Bari,63,32,A662_006300.32,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:213,DET-12-2026-FITO,Bari,63,213,A662_006300.213,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:212,DET-12-2026-FITO,Bari,63,212,A662_006300.212,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:173,DET-12-2026-FITO,Bari,63,173,A662_006300.173,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:171,DET-12-2026-FITO,Bari,63,171,A662_006300.171,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:203,DET-12-2026-FITO,Bari,63,203,A662_006300.203,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:347,DET-12-2026-FITO,Bari,63,347,A662_006300.347,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:346,DET-12-2026-FITO,Bari,63,346,A662_006300.346,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:345,DET-12-2026-FITO,Bari,63,345,A662_006300.345,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:344,DET-12-2026-FITO,Bari,63,344,A662_006300.344,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:343,DET-12-2026-FITO,Bari,63,343,A662_006300.343,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:342,DET-12-2026-FITO,Bari,63,342,A662_006300.342,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:341,DET-12-2026-FITO,Bari,63,341,A662_006300.341,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:340,DET-12-2026-FITO,Bari,63,340,A662_006300.340,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:15,DET-12-2026-FITO,Bari,63,15,A662_006300.15,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:14,DET-12-2026-FITO,Bari,63,14,A662_006300.14,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:13,DET-12-2026-FITO,Bari,63,13,A662_006300.13,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:11,DET-12-2026-FITO,Bari,63,11,A662_006300.11,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:339,DET-12-2026-FITO,Bari,63,339,A662_006300.339,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:164,DET-12-2026-FITO,Bari,63,164,A662_006300.164,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:163,DET-12-2026-FITO,Bari,63,163,A662_006300.163,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:156,DET-12-2026-FITO,Bari,63,156,A662_006300.156,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:155,DET-12-2026-FITO,Bari,63,155,A662_006300.155,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:154,DET-12-2026-FITO,Bari,63,154,A662_006300.154,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:153,DET-12-2026-FITO,Bari,63,153,A662_006300.153,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:148,DET-12-2026-FITO,Bari,63,148,A662_006300.148,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:140,DET-12-2026-FITO,Bari,63,140,A662_006300.140,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:338,DET-12-2026-FITO,Bari,63,338,A662_006300.338,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:337,DET-12-2026-FITO,Bari,63,337,A662_006300.337,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:336,DET-12-2026-FITO,Bari,63,336,A662_006300.336,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:335,DET-12-2026-FITO,Bari,63,335,A662_006300.335,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:334,DET-12-2026-FITO,Bari,63,334,A662_006300.334,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:333,DET-12-2026-FITO,Bari,63,333,A662_006300.333,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:332,DET-12-2026-FITO,Bari,63,332,A662_006300.332,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:331,DET-12-2026-FITO,Bari,63,331,A662_006300.331,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-12-2026-FITO:BARI:63:139,DET-12-2026-FITO,Bari,63,139,A662_006300.139,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
